"gencodeID","Symbol","logFC","AveExpr","t","P.Value","adj.P.Val","B","EntrezID"
"ENSMUSG00000020961.14","Ston2",5.16582479663003,5.74416772977915,9.77864158063759,4.63127114715435e-07,0.000146582993265989,6.84891693936031,108800
"ENSMUSG00000048251.15","Bcl11b",-3.17646932407479,5.54832866284058,-9.69915630286089,5.0550970615232e-07,0.000157775196064652,6.75249969581829,58208
"ENSMUSG00000020431.5","Adcy1",-3.26863680988515,7.6976241528486,-9.67856684551651,5.17154925941683e-07,0.000158897722279776,6.73892454764192,432530
"ENSMUSG00000010175.13","Prox1",2.62761577566173,5.06714339555415,9.65293713024266,5.32054899268092e-07,0.000158897722279776,6.71100271391933,19130
"ENSMUSG00000028023.16","Pitx2",7.56487038079798,-1.53028190248736,9.65002805429542,5.33775016216404e-07,0.000158897722279776,5.49350860783624,18741
"ENSMUSG00000019986.16","Ahi1",2.49713147436089,8.61503113566752,9.64394712258728,5.37389947190414e-07,0.000158897722279776,6.68706372163511,52906
"ENSMUSG00000037579.6","Kcnh3",-4.94007619207793,2.50072886387822,-9.5524596386768,5.95069499284705e-07,0.000173667555687349,6.23805674328539,16512
"ENSMUSG00000032224.14","Fam81a",-3.06435129176477,5.62844740611415,-9.52131961599288,6.16190453249901e-07,0.000175348049435986,6.56367011448905,76886
"ENSMUSG00000056380.13","Gpr50",8.51267890375266,-0.102563525764802,9.52096783122465,6.16433602057801e-07,0.000175348049435986,5.61260049541617,14765
"ENSMUSG00000005268.20","Prlr",5.48689318973631,3.32479751872217,9.49605443236829,6.33918127011172e-07,0.000176850035198805,6.4273472405111,19116
"ENSMUSG00000036907.9","C1ql2",5.2229505495325,1.38614919574793,9.49110677118371,6.37453402060484e-07,0.000176850035198805,5.86917563944847,226359
"ENSMUSG00000043439.5","Epop",-8.19032517759262,0.3860652070804,-9.46826317600494,6.54052608279159e-07,0.000179242319673772,6.02955233099984,103551
"ENSMUSG00000040055.8","Gjb6",2.7235798943858,4.08159305501597,9.4282750240332,6.84237284912529e-07,0.00018525518393439,6.44880293797324,14623
"ENSMUSG00000061751.15","Kalrn",-3.68368786426344,10.2663504855706,-9.31645668356698,7.76861423319954e-07,0.000207828927438643,6.31314713499436,545156
"ENSMUSG00000021895.9","Arhgef3",-2.89750343034563,5.3045996786411,-9.23987117977418,8.4801728349102e-07,0.000221752743399997,6.2515538004848,71704
"ENSMUSG00000052974.8","Cyp2f2",6.77313995625036,-2.70320312159504,9.225252950181,8.6237735661252e-07,0.000221752743399997,4.51285497630053,13107
"ENSMUSG00000021719.8","Rgs7bp",-2.59209938700301,7.32355843557419,-9.22055695403659,8.67045614065976e-07,0.000221752743399997,6.22746558340659,52882
"ENSMUSG00000033061.15","Resp18",3.03885006587606,6.01374525495107,9.21921935305987,8.68380269633308e-07,0.000221752743399997,6.22920492132666,19711
"ENSMUSG00000046447.3","Camk2n1",-3.24344313501239,7.72569304462209,-9.1708966670228,9.18105816762311e-07,0.000231816560834637,6.16822187140617,66259
"ENSMUSG00000029697.6","Fezf1",8.58165349594713,-0.330746558962829,9.13110702057511,9.61344449306071e-07,0.000240037027386734,5.22909170432198,73191
"ENSMUSG00000031340.8","Gabre",8.06152192750536,1.09785970534969,9.06434735127835,1.03887453971889e-06,0.0002565449302919,5.36383547121449,14404
"ENSMUSG00000041720.12","Pi4ka",2.12294661177213,9.79481877199903,9.04856582690634,1.05816539434462e-06,0.000258468399366438,5.9956236263421,224020
"ENSMUSG00000059246.4","Foxb1",7.19642469220497,-1.50667787363578,9.0093046493221,1.10784364878291e-06,0.000264984024084136,4.91174243387057,64290
"ENSMUSG00000050824.11","Sstr5",6.90385102514346,-2.58427696606638,9.00281487226713,1.11629349718422e-06,0.000264984024084136,4.42396588794463,20609
"ENSMUSG00000045991.18","Onecut2",4.76649655408674,3.53242864097789,8.99982052989583,1.12021548095376e-06,0.000264984024084136,5.94263871749707,225631
"ENSMUSG00000090326.1","Dthd1",6.61584431504357,-2.8305244005263,8.94756602937331,1.19109112619432e-06,0.000276618063341746,4.28001581332004,100322896
"ENSMUSG00000060371.12","Caln1",-2.27940811905499,7.00485425040952,-8.94548101792445,1.19401709434627e-06,0.000276618063341746,5.91198359759293,140904
"ENSMUSG00000025221.15","Kcnip2",-2.96924095378855,4.63820625812052,-8.92154975685092,1.22815807107154e-06,0.000281624165031833,5.88131022738804,80906
"ENSMUSG00000059816.5","Fam159a",6.72921599729697,-2.53870853279879,8.91186398039324,1.24227228630273e-06,0.000281983260785808,4.36362806831282,545667
"ENSMUSG00000003279.16","Dlgap1",-2.07606683833096,8.62627393941114,-8.90124426415284,1.25794756035225e-06,0.000282685975762357,5.83900211451502,224997
"ENSMUSG00000055737.12","Ghr",2.79081134985363,3.84039449745412,8.82258270559571,1.38087291004156e-06,0.000307237386479742,5.77037397595395,14600
"ENSMUSG00000046442.4","Ppm1e",-2.04374479121278,7.45026442293709,-8.79218611736775,1.43177060399125e-06,0.000312992327402252,5.72400427946613,320472
"ENSMUSG00000108616.1","Gm35040",-3.08827319778073,3.64235790661678,-8.79053365986391,1.43459459426984e-06,0.000312992327402252,5.69472570249768,NA
"ENSMUSG00000029151.14","Slc30a3",-6.5685823809186,1.57773128602812,-8.7656586484004,1.47783420611339e-06,0.000319325868074808,5.36607653029265,22784
"ENSMUSG00000031789.17","Cngb1",9.25022653185306,-0.361119703656118,8.71844709739325,1.56379020185718e-06,0.000334680889677472,4.98698262788049,333329
"ENSMUSG00000045038.14","Prkce",-2.80351390652676,8.45367960648278,-8.70853771105628,1.58250322298478e-06,0.000335490683272773,5.6125372063607,18754
"ENSMUSG00000024420.8","Zfp521",3.50076047857388,3.89177073105424,8.69337167172298,1.61160916395961e-06,0.000338468047967294,5.62306981453627,225207
"ENSMUSG00000041453.12","Rpl21",2.97687242764532,4.22149385515198,8.65461773880801,1.68862155163572e-06,0.00034832236305237,5.58273474309615,19933
"ENSMUSG00000038264.7","Sema7a",-3.42081748015126,4.7754863123727,-8.65417154733717,1.68953086386206e-06,0.00034832236305237,5.57542060325383,20361
"ENSMUSG00000059854.8","Hydin",4.61682008810656,2.65032827145003,8.63585567920538,1.72731408672624e-06,0.000352874565062837,5.44617140531878,244653
"ENSMUSG00000025905.13","Oprk1",4.37152574969013,4.06753813633047,8.61574327210863,1.7698486989501e-06,0.000358306666331592,5.53368173691585,18387
"ENSMUSG00000054360.3","Bsx",6.90292831955418,-2.45058060315297,8.54168259285425,1.93641366753057e-06,0.000385464922779255,4.09686826697289,244813
"ENSMUSG00000064369.1","mt-Te",6.72064234186872,-2.62413297729112,8.54088235334483,1.93830261098504e-06,0.000385464922779255,4.03402090116804,NA
"ENSMUSG00000020182.16","Ddc",3.89105107578399,1.85311812008885,8.52270145921108,1.98175426639373e-06,0.000390648963810525,5.18290528345837,13195
"ENSMUSG00000020023.17","Tmcc3",4.12555145561974,6.35058449398986,8.51344078086522,2.00428697092971e-06,0.000391655102702022,5.39269164036298,319880
"ENSMUSG00000029155.16","Spata18",6.92295862769075,-2.22861198630672,8.47821556518418,2.09253517128906e-06,0.000405374572148343,4.08244932687478,73472
"ENSMUSG00000019913.3","Sim1",9.16933669423332,2.52006437885619,8.45450104546349,2.15428449036075e-06,0.000413769923652878,4.99106746370249,20464
"ENSMUSG00000035451.6","Foxa1",6.64853418448965,-2.23853563625083,8.44364232405702,2.18320785386927e-06,0.000414304230699665,4.09286482553508,15375
"ENSMUSG00000059213.6","Ddn",-4.26565717630404,6.09979653000865,-8.43011242263436,2.21982933964646e-06,0.000414304230699665,5.31506596256017,13199
"ENSMUSG00000051136.1","Ghsr",7.23004941558045,-1.01909783706333,8.42992583765991,2.22033894563059e-06,0.000414304230699665,4.39263840262307,208188
"ENSMUSG00000007617.17","Homer1",-3.91346302745421,6.3086823623867,-8.4225065536913,2.24070457265053e-06,0.000414304230699665,5.30091398167105,26556
"ENSMUSG00000025425.17","St8sia5",-2.68726563193033,3.70487031141371,-8.41941537782702,2.2492486714738e-06,0.000414304230699665,5.2770758632746,225742
"ENSMUSG00000036158.12","Prickle1",-2.41117536868484,5.32919956925495,-8.39773635345962,2.31015924260647e-06,0.000422064215445957,5.27680279227746,106042
"ENSMUSG00000002980.14","Bcam",4.78020489774835,2.09360108748447,8.37624702630026,2.37228304616421e-06,0.000428450050187563,5.04209927009597,57278
"ENSMUSG00000040479.11","Dgkz",-2.2462591198537,6.43576559568823,-8.37251814127826,2.38324387119283e-06,0.000428450050187563,5.23307889172704,104418
"ENSMUSG00000019852.6","Arfgef3",2.21914486797462,8.47637956232874,8.35499448370527,2.43548467582667e-06,0.000432101914668858,5.16541155580422,215821
"ENSMUSG00000110249.1","9330121K16Rik",-3.68723854870457,3.53193899536792,-8.34841609238268,2.45541125877514e-06,0.000432101914668858,5.18718309647726,NA
"ENSMUSG00000040276.14","Pacsin1",-2.49309912732206,7.42754554991671,-8.34650176949482,2.46124266098317e-06,0.000432101914668858,5.18316884006623,23969
"ENSMUSG00000078307.2","AI593442",-2.29964681392829,6.82689125360637,-8.32836892104267,2.51721999636844e-06,0.000435724016924919,5.1702768139368,330941
"ENSMUSG00000059003.12","Grin2a",-2.43544941708172,7.88313530098802,-8.32727083239486,2.52065335529724e-06,0.000435724016924919,5.15184260955701,14811
"ENSMUSG00000043670.4","Diras1",-3.09582287502767,5.86737872535038,-8.31960577782184,2.54475951589503e-06,0.000436533098024375,5.17901084357108,208666
"ENSMUSG00000020032.14","Nuak1",-2.34921524151491,5.57401761805372,-8.30931110437762,2.57752473440556e-06,0.000438804059330013,5.1670833001099,77976
"ENSMUSG00000038473.14","Nos1ap",-2.47314484907259,5.33502838628235,-8.29516337361144,2.62329199144158e-06,0.000440014743606273,5.15242033790619,70729
"ENSMUSG00000026610.13","Esrrg",-2.41402395458969,5.23691817311551,-8.29431119748641,2.62607637830552e-06,0.000440014743606273,5.15178186534912,26381
"ENSMUSG00000027400.11","Pdyn",4.82236349987354,5.80477498963551,8.28903752854059,2.64337799870269e-06,0.000440014743606273,5.12707070042096,18610
"ENSMUSG00000030930.14","Chst15",-2.97918416166298,4.33485737340539,-8.23070946685088,2.84308835781438e-06,0.000469778541005917,5.07198150110929,77590
"ENSMUSG00000019467.13","Arhgef25",-3.2495180488571,4.77218272482644,-8.20894622527753,2.92168955494911e-06,0.000479242391816178,5.04931658167739,52666
"ENSMUSG00000043496.7","Tril",3.42194264850476,4.15753530598495,8.1953232470983,2.9720720851742e-06,0.000483973941290106,5.03266997941886,66873
"ENSMUSG00000021466.11","Ptch1",2.80500197655161,6.94874104859087,8.16663723953424,3.08122877487927e-06,0.0004932696129124,4.95030542414216,19206
"ENSMUSG00000028434.12","Epb41l4b",2.68704000340178,7.11855410363741,8.16446039981041,3.08968548021148e-06,0.0004932696129124,4.944712169655,54357
"ENSMUSG00000029544.16","Cabp1",-4.28212190999258,4.048759026476,-8.16309364670143,3.09500780618763e-06,0.0004932696129124,4.98131625322177,29867
"ENSMUSG00000032528.4","Vipr1",-4.86584890509964,1.34142192984518,-8.15429084120557,3.1295230818287e-06,0.000495258047146862,4.73891069782617,22354
"ENSMUSG00000032511.17","Scn5a",3.41098203011111,2.82793645065178,8.12294102144925,3.25582810433823e-06,0.000508274106070759,4.90825495891027,20271
"ENSMUSG00000031207.16","Msn",2.88045484494957,4.56153168647273,8.12265446845839,3.25700744367165e-06,0.000508274106070759,4.93918691582806,17698
"ENSMUSG00000019232.14","Etnppl",3.21718606998225,4.35228972076522,8.11510484954639,3.28824392411737e-06,0.00050960977560528,4.93252282075646,71760
"ENSMUSG00000031840.12","Rab3a",-2.56601774584066,7.92186056217862,-8.09951348654615,3.35377207930009e-06,0.00050999637690372,4.86295888173105,19339
"ENSMUSG00000019370.10","Calm3",-2.23017835171115,8.74039499028262,-8.09945008374839,3.3540413864227e-06,0.00050999637690372,4.84719590678272,12315
"ENSMUSG00000029438.9","Bcl7a",-2.52540595898719,5.35423066070607,-8.09832532735722,3.35882270299709e-06,0.00050999637690372,4.9086635100158,77045
"ENSMUSG00000031212.3","Pgr15l",8.99853092515742,0.366798891656114,8.06581663159464,3.50021592874649e-06,0.000527898337924772,4.43093429369003,245526
"ENSMUSG00000031130.3","Brs3",6.68657101914037,-2.52902208101672,8.05257664748649,3.55961475879255e-06,0.000530183573647191,3.69768758571078,12209
"ENSMUSG00000021259.4","Cyp46a1",-3.11343351349994,5.37281666250375,-8.05192758000763,3.56255427290521e-06,0.000530183573647191,4.85228893478713,13116
"ENSMUSG00000032852.3","Rspo4",7.52785683172347,-1.68812959459084,8.02678209615755,3.67845653795915e-06,0.000543266902684935,3.85495296066851,228770
"ENSMUSG00000002266.16","Zim1",4.03725004725011,4.84508702787694,8.02245222309895,3.69881791165873e-06,0.000543266902684935,4.81038085149588,22776
"ENSMUSG00000039942.15","Ptger4",4.86938937511127,2.74111823503493,8.0133101375681,3.74220590608453e-06,0.000546070461828127,4.74718040818311,19219
"ENSMUSG00000021217.7","Tshz3",-2.80774173061043,4.60900072141904,-8.0038280447922,3.78778320041655e-06,0.000549155252127488,4.79702409751322,243931
"ENSMUSG00000044646.14","Zbtb7c",2.82062579407121,3.54456446236178,7.99387458308524,3.83626556609973e-06,0.000552618973085854,4.78271646792676,207259
"ENSMUSG00000066197.5","Gpr139",3.85125675242162,2.67415221645158,7.98810144422686,3.86468972592888e-06,0.000553167563828496,4.72842026412097,209776
"ENSMUSG00000075316.11","Scn9a",5.93656634647519,4.95641233457148,7.96927744368486,3.95894527647643e-06,0.000563072267423913,4.74789403761354,20274
"ENSMUSG00000051177.16","Plcb1",-2.135164324862,7.65111951374508,-7.96062620619938,4.00308556541207e-06,0.000565769426578239,4.68759587429765,18795
"ENSMUSG00000028736.13","Pax7",6.29750432254197,-2.79209793945154,7.95121405400133,4.05170660483936e-06,0.000569062192649688,3.52415768399207,18509
"ENSMUSG00000030302.16","Atp2b2",-1.89616530065421,9.06894852991372,-7.9423343959513,4.09815613220306e-06,0.000569600746224399,4.63818757859419,11941
"ENSMUSG00000082884.1","Gm13339",6.03840201691768,-3.01385163028123,7.94080089965309,4.10623535459027e-06,0.000569600746224399,3.45455528329579,NA
"ENSMUSG00000031971.15","Ccsap",-4.58175773311619,3.40006302281475,-7.92106792359281,4.21173186667482e-06,0.00057739168905204,4.67067445240898,73420
"ENSMUSG00000021057.15","Akap5",-3.40813904085607,5.86116138992119,-7.92068865302247,4.21378769155102e-06,0.00057739168905204,4.68147138863871,238276
"ENSMUSG00000035011.15","Zbtb7a",-3.11425185781496,6.59528378578325,-7.90070274881416,4.32365329099023e-06,0.000588855374273529,4.63733267495577,16969
"ENSMUSG00000037990.18","Sh3rf3",-2.45458356322591,4.54103994556574,-7.89041278907098,4.38140955523935e-06,0.000593126720032161,4.65553631394659,237353
"ENSMUSG00000045333.15","Zfp423",2.32792427066388,5.35055700695608,7.88546083477355,4.4094977437284e-06,0.000593354690401585,4.62337403350369,94187
"ENSMUSG00000025789.9","St8sia2",3.72203231702901,3.00233836828558,7.87951365456723,4.44348565759647e-06,0.000594369105342308,4.62565922527568,20450
"ENSMUSG00000027210.20","Meis2",-4.93383090332979,4.45857515425676,-7.87429385138371,4.47354745873209e-06,0.000594470874067276,4.63241657951388,17536
"ENSMUSG00000036306.13","Lzts1",-2.99354238017893,4.67494315244275,-7.87022109874962,4.49715417370225e-06,0.000594470874067276,4.62976476955098,211134
"ENSMUSG00000091264.2","Smim13",-2.22672377824138,7.56429099592517,-7.85941444878414,4.56044011851497e-06,0.00059931117159806,4.55759598027415,108934
"ENSMUSG00000044708.5","Kcnj10",4.02764166011102,6.75318211103194,7.83216231882848,4.72430025063145e-06,0.000617235321117383,4.52283860333106,16513
"ENSMUSG00000029546.12","Uncx",7.30651131515617,-0.494612758972666,7.77273381550409,5.10386143514606e-06,0.000660470122868986,3.86315905408618,22255
"ENSMUSG00000028931.11","Kcnab2",-2.40876959100534,6.9700845561001,-7.77121190314697,5.11399970537573e-06,0.000660470122868986,4.45868938569431,16498
"ENSMUSG00000022433.18","Csnk1e",-2.06524793237858,6.12585407394366,-7.75258620533184,5.23983386614284e-06,0.000672854552228354,4.45142126318541,27373
"ENSMUSG00000026971.15","Itgb6",6.62376286214559,-2.15641255449532,7.74687277611002,5.27909346879131e-06,0.000673578866253692,3.47171255600119,16420
"ENSMUSG00000054728.16","Phactr1",-2.27975962353319,7.69350774359796,-7.7430664717014,5.30542271835633e-06,0.000673578866253692,4.40242492158161,218194
"ENSMUSG00000047507.12","Baiap3",5.19607658812844,5.05520500901204,7.7077067236216,5.5568307047256e-06,0.000697623107188448,4.40571364663673,545192
"ENSMUSG00000091109.1","Gm17622",6.30731129693773,-2.89421815267157,7.70691259993111,5.5626210312e-06,0.000697623107188448,3.28728570495769,NA
